SalesID,CarModel,CarModel_ID,EmployeeName,Employee_ID,Employee_Address,Employee_CellNumber,Manufacturer,Manufacturer_ID,CustomerName,Customer_ID,Customer_Address,Customer_CellNumber,PaymentMethod,PaymentMethod_ID,SalePrice,SaleDate,CarYear,CarColor,Customer_Email,WarrantyStatus
408,Rogue,23,Kristen Thomas,3,"84580 Christine Court Suite 080
South Juliahaven, NM 99773",+1-730-383-2266x6209,Nissan,5,Nancy Rosales,102,"281 Curry Curve
East Thomas, MH 36968",302.809.8115x819,Google Pay,8,49348.25,2020-09-01,2023,Green,fwatson@example.com,Expired
409,Sentra,22,Richard Sharp,10,"93309 King Tunnel Suite 014
Melissastad, NM 56829",242.317.9785x1245,Nissan,5,Paul Brown,27,"9049 Olsen Turnpike
West Tyronetown, LA 63289",977.563.3358x418,Cash,3,78478.14,2023-09-30,2017,Blue,rebecca09@example.net,Active
410,Model 3,42,Victoria Harris,13,"71644 Joshua Islands Apt. 031
Amyland, IN 04403",837.718.7177x405,Tesla,9,Dana Davis,127,"092 Ortiz Valleys
Parkstown, KY 21524",(772)806-5640x55926,Apple Pay,9,71305.68,2021-05-03,2023,Green,jonesangel@example.org,Expired
411,Model Y,44,Kristen Thomas,3,"443 Martinez Summit
Kennethfort, CA 24875",001-216-536-6947x482,Tesla,9,Melissa Santiago,91,"6430 Victor Alley Suite 262
Kimshire, GU 71893",956-665-0783x90647,Apple Pay,9,31277.01,2020-03-24,2024,Black,qjames@example.org,Expired
412,Pilot,14,Rebecca Neal,4,"063 Stephanie Road Apt. 586
Lake Annmouth, WV 52225",+1-289-566-4691,Honda,3,Daniel Ramos,9,"6351 Flores Throughway
Lake Nancyberg, ME 35561",366.422.1071,Cryptocurrency,6,42937.17,2022-04-24,2022,Black,parsonssteven@example.net,Active
413,S-Class,35,Tanner Hunter,12,"02256 Kimberly Ways Apt. 760
Pattonland, KY 02500",(787)815-2602,Mercedes-Benz,7,Brandon Reyes,149,"496 Amber Circles
Port Ronald, WA 16608",347-940-7013,Credit Card,1,73362.6,2024-01-04,2024,Blue,deniseclarke@example.net,Expired
414,Prius,3,Scott Dougherty,14,"3493 Merritt Junction Suite 442
West Albertstad, NJ 04116",286-834-6534x656,Toyota,1,Mary Larson,40,"5099 Courtney Ranch
Omarchester, MP 67386",781-673-6216,Google Pay,8,82487.11,2023-11-01,2023,Black,walkerdouglas@example.net,Expired
415,F-150,6,Tanner Hunter,12,"6916 Ross Pine Apt. 679
Port Glennmouth, NM 46527",(317)588-9871,Ford,2,Brandy Rivera,92,"413 Richard Heights Apt. 280
Piercemouth, AK 80100",+1-907-200-9029x72902,Cryptocurrency,6,88355.21,2020-04-17,2015,Red,theresa91@example.net,Active
416,Rogue,23,Bryan Mendoza,2,"2574 Rebecca Extensions Apt. 777
South Matthew, AS 86172",001-229-653-6624x978,Nissan,5,Lisa Wolfe,89,"670 Brian Overpass
Heidiborough, TX 19167",+1-587-862-0408x840,Apple Pay,9,21669.1,2023-12-18,2020,Black,ramirezangela@example.com,Active
417,X3,29,Tanner Hunter,12,"67645 Spencer Street
Jensenmouth, WI 12582",814-424-9305,BMW,6,Jacqueline Brown MD,47,"17431 Ellis Parkways
Port Davidland, AK 17885",(530)612-9596,Cash,3,44649.45,2021-08-02,2021,Green,kellytravis@example.com,Expired
418,Highlander,4,Richard Sharp,10,"084 Harmon Center
Lake Gabriel, CO 87729",+1-229-417-6934x9887,Toyota,1,Christopher Watkins,143,"PSC 6349, Box 5014
APO AP 09801",+1-617-342-6058,Apple Pay,9,72869.22,2021-02-19,2015,Yellow,huynhadam@example.org,Active
419,Explorer,8,Tanner Hunter,12,"078 Erin Estates
North Phillip, KS 42674",382.825.9249x847,Ford,2,Kara Barrera,137,"70109 Michelle Forges
Tracyborough, AS 59295",983.857.1836x1140,Cryptocurrency,6,55035.72,2021-08-15,2017,Silver,logan84@example.org,Expired
420,Tiguan,48,Danielle Waters,15,"441 Sandra Alley Apt. 193
Ingramfort, KY 85275",(727)884-4818x9690,Volkswagen,10,Jennifer Green,147,"63532 Michael Burgs
West Jaimeport, ND 35391",287.698.4732x722,PayPal,7,92319.14,2024-05-26,2020,Blue,brendanichols@example.org,Expired
421,Escape,9,Jacqueline Thompson,6,"39866 Riley Greens Apt. 243
Rodriguezside, MO 77254",+1-929-348-3637x16598,Ford,2,Kendra Sutton,28,"924 Mark Ford Apt. 497
East Kimberlyview, ID 83849",829.493.6209,Gift Card,10,50311.6,2022-07-23,2015,Red,allenamanda@example.org,Expired
422,CR-V,13,Danielle Cochran,11,"24757 Kelly Radial
Kevinburgh, SD 21369",+1-509-980-3395x71647,Honda,3,Justin Ortiz,35,"71796 Graham Rapid Suite 527
East Theresa, CO 39022",485.825.5650x2534,Credit Card,1,21204.19,2023-03-29,2020,Green,graceclark@example.org,Expired
423,Sentra,22,Kristen Thomas,3,"14478 Swanson Rapids
New Adrianhaven, ME 67553",845.652.0302x9664,Nissan,5,Brian Moore,128,"3341 Donald Vista
Davidhaven, KY 02005",679-809-5454,Debit Card,2,21052.43,2023-05-25,2018,Green,lhawkins@example.com,Expired
424,Maxima,25,Rebecca Neal,4,"8190 Derek Spurs Suite 819
South Meredithchester, IA 66733",4343610499,Nissan,5,James Hodges,53,"97130 Stacie Run Apt. 457
Myersberg, CA 22556",001-598-553-9101x38014,Gift Card,10,90440.21,2022-04-18,2018,Red,lisa49@example.com,Expired
425,Mustang,7,Jesse Saunders,7,"07016 Lisa Roads
Port Eric, IN 59584",+1-695-954-4578x63015,Ford,2,Michael Day,5,"303 Gina Glens Suite 381
Alexanderchester, WA 27183",327.627.2887,Credit Card,1,31463.74,2021-07-19,2017,Yellow,iananderson@example.com,Expired
426,Odyssey,15,Danielle Cochran,11,"43534 Wyatt Rue Apt. 873
North Hannahton, VT 50437",001-588-351-7031,Honda,3,Kimberly Green,66,"7021 Frank Isle
Madisonchester, SC 81530",559-971-0185,Google Pay,8,97815.57,2022-11-13,2021,Red,steven98@example.org,Active
427,GLC,34,Jesse Saunders,7,"PSC 6765, Box 6843
APO AE 41064",+1-759-527-1136x72352,Mercedes-Benz,7,Brandon Rubio,144,"0609 Merritt Mountain
New Alexis, IL 81434",464.754.1977,Bank Transfer,4,94250.63,2023-05-06,2017,Silver,rebecca62@example.org,Expired
428,Mustang,7,Kristen Thomas,3,"190 Charles Glens Apt. 147
Jenniferview, SD 24640",(738)482-6608,Ford,2,Christopher Watkins,143,"03181 Powers Pine
West Rebekah, WV 27148",(883)717-9231x257,Cryptocurrency,6,27577.73,2022-12-18,2024,Green,kaitlinsanchez@example.com,Expired
429,Atlas,49,Bryan Mendoza,2,"956 Stephanie Pass
West Heatherville, MT 32738",001-258-486-1812x545,Volkswagen,10,James Hodges,53,"95354 Williams Drives
Tonyaton, GU 38174",+1-467-691-4849,Cryptocurrency,6,43720.02,2023-11-05,2021,Blue,pchapman@example.org,Active
430,A3,36,Danielle Waters,15,"08422 Joshua Vista Suite 951
New Max, AZ 60005",763-309-2189,Audi,8,Joseph Young,126,"203 Keith Loop Suite 321
Rodneyview, HI 93354",+1-769-866-8956x8239,Cryptocurrency,6,40640.13,2021-07-06,2017,Black,sarawarren@example.com,Active
431,Atlas,49,Michele Moreno,1,"793 Jennifer Viaduct
Morganshire, AK 55014",3894976140,Volkswagen,10,Cory Fisher,130,"883 Samantha Parkway Suite 615
Jonesberg, FL 20486",+1-634-380-8877x672,Google Pay,8,65578.78,2024-01-24,2021,Red,orandolph@example.org,Active
432,Passat,47,Bryan Mendoza,2,"071 Ramirez Loaf
Port Rodneymouth, OR 08756",2979501550,Volkswagen,10,Nancy Rosales,102,"2388 Hudson Cliff
Zimmermanshire, MO 05042",741.267.9094x8519,Debit Card,2,65497.79,2023-10-25,2023,Silver,jennifer20@example.org,Expired
433,Model Y,44,Jesse Saunders,7,"543 Barrett Forge Apt. 363
Maloneton, MN 64991",332-777-2244x578,Tesla,9,Shannon Miller,29,"697 Vance Summit
North Richardmouth, DE 02734",+1-654-349-6783x53766,Cryptocurrency,6,39397.39,2021-11-08,2017,Black,carlosjones@example.net,Expired
434,S-Class,35,Jason Pearson,5,"75036 Palmer Well
South Megan, MA 63385",+1-894-910-8050x2262,Mercedes-Benz,7,Mr. Scott Phillips,26,"35110 Holland Path
Johnsside, WY 17994",(258)862-0277x1867,Cash,3,43143.75,2021-12-09,2023,Black,peter90@example.com,Expired
435,Altima,21,Michele Moreno,1,"56660 Gay Hollow Apt. 022
Rubiomouth, DC 06007",759.911.0357,Nissan,5,Kimberly Russell,71,"026 Cole Spurs Apt. 145
Port Timothyberg, MT 64924",420.470.4304,Debit Card,2,39912.72,2020-02-05,2022,Black,darren41@example.org,Active
436,Camry,2,Scott Dougherty,14,"USCGC Bradford
FPO AP 62214",940.929.5674,Toyota,1,Keith Thompson,104,"72717 Jeff Knoll
South Amandaburgh, FM 14354",272.605.4736x8323,Gift Card,10,94970.7,2022-07-22,2023,Red,joelwhite@example.com,Expired
437,X3,29,Rebecca Neal,4,"005 Williams Ranch Suite 225
Jacobsonland, DC 77214",+1-467-671-1030x111,BMW,6,Mario Cook,3,"2021 Jennifer Route
Matthewview, PW 81052",669-253-0416,Cash,3,35920.48,2020-11-03,2021,Black,jeffrey11@example.net,Expired
438,Model S,41,Latoya Lloyd,8,"16553 Harvey Ranch Apt. 689
Craneport, IN 84799",001-384-200-2762x17183,Tesla,9,Karen Wright,70,"065 Ashley Estate
South Kennethville, IA 09192",001-603-517-1013,Bank Transfer,4,48149.58,2023-12-28,2017,Black,wellsrobert@example.org,Active
439,Model 3,42,Bryan Mendoza,2,"7827 Steele Estate
Stevenville, MA 63310",9193719157,Tesla,9,Connor Gutierrez,79,"663 Hernandez Bridge Apt. 784
Stephanieville, VI 99133",790.774.4917,PayPal,7,95122.1,2022-11-15,2024,Black,kbeck@example.com,Active
440,Atlas,49,Michele Moreno,1,"5013 Tyler Skyway
Moorestad, IA 10018",(404)651-3766x02741,Volkswagen,10,Patricia Bennett,72,"4663 Corey Light
South Danielborough, AR 28938",+1-813-366-9481,Cryptocurrency,6,43127.75,2022-11-26,2016,Red,shawnwright@example.com,Active
441,A3,36,Latoya Lloyd,8,"59259 Miller Bypass Suite 655
Strongstad, AZ 07349",(279)832-0134,Audi,8,Anna Lamb,7,"3500 Cameron Parkways Suite 073
East Jessica, VT 33708",001-972-530-8918x96998,Bank Transfer,4,95262.94,2022-11-23,2024,Silver,gerald44@example.net,Expired
442,Traverse,20,Julian Coffey,9,"PSC 7904, Box 9391
APO AA 54423",001-315-765-3281x968,Chevrolet,4,Daniel Ramos,9,"920 Henry Key Suite 058
North Kaylachester, OH 33256",588.378.3397x08630,Debit Card,2,79165.74,2023-10-30,2022,White,heather47@example.com,Expired
443,Q7,40,Scott Dougherty,14,"USCGC Powers
FPO AA 53901",221-896-4790x571,Audi,8,Kevin Moore Jr.,103,"97402 George Cliff Apt. 489
Traceybury, AK 37085",001-681-208-9009x58031,Gift Card,10,80290.53,2023-12-31,2021,Silver,hhicks@example.com,Active
444,E-Class,32,Latoya Lloyd,8,"14569 Wells Creek Suite 051
Angelamouth, NM 58565",+1-370-695-2744x85535,Mercedes-Benz,7,Laura Wiley,10,"027 Davis Dale
Thomasberg, IL 97182",(947)467-9434,Credit Card,1,33223.29,2022-04-15,2022,Yellow,melanie79@example.org,Active
445,A3,36,Victoria Harris,13,"9820 Joanna Rest Suite 767
Davidshire, ND 95303",(754)636-2303x51676,Audi,8,John George,31,"Unit 9405 Box 1184
DPO AP 86566",725-316-6978,Gift Card,10,47798.1,2021-03-07,2018,Yellow,xlong@example.org,Active
446,Equinox,18,Kristen Thomas,3,"82788 Amber Skyway Apt. 447
Port Nancytown, PR 95116",801-769-7165,Chevrolet,4,Sherry Meyers,86,"90046 Brett Stream
North Joshuaburgh, HI 50665",001-999-286-2456,Cheque,5,67659.96,2024-08-19,2017,Silver,mccoydavid@example.net,Active
447,Impala,19,Jacqueline Thompson,6,"80321 Schwartz Mews Apt. 977
New Jean, MP 39463",886.557.6355x2682,Chevrolet,4,Haley Kemp,8,"204 Nicholas Mount
Lawrencemouth, MO 63558",803.629.2208,Cryptocurrency,6,44108.43,2020-03-05,2023,White,stephenflores@example.com,Expired
448,5 Series,27,Julian Coffey,9,"725 Helen Orchard
West Jonathanfort, MP 98780",+1-779-697-7698x5777,BMW,6,Sherry Meyers,86,"01614 Dustin Court Apt. 692
South Christopherport, PR 77224",(775)738-4462,Credit Card,1,46543.64,2022-05-26,2016,White,colekatherine@example.org,Expired
449,Rogue,23,Bryan Mendoza,2,"782 Joshua Turnpike
West Ronaldshire, CO 73498",298.674.9224x412,Nissan,5,Brandon Reyes,149,"409 Anna Pine Apt. 068
New Amandaburgh, NC 89659",8472525598,Cryptocurrency,6,63497.44,2020-09-30,2021,Black,mnorman@example.org,Active
450,Model X,43,Jason Pearson,5,"207 Colton Inlet
Alexamouth, SD 64198",805.695.4085,Tesla,9,Cynthia Fry,22,"196 Cummings Land
Matthewville, NJ 09679",001-787-866-3988x645,Gift Card,10,92797.17,2020-06-12,2024,Black,fowens@example.net,Expired
451,Model Y,44,Victoria Harris,13,"7279 Wayne Station Suite 206
West Steven, KY 44367",+1-598-399-2455x37721,Tesla,9,Shannon Miller,29,"17054 Keith Summit Apt. 867
New Brittany, IN 26089",9608439215,Google Pay,8,20339.96,2023-03-03,2021,Black,hrobinson@example.net,Expired
452,Pilot,14,Kristen Thomas,3,"431 Steven Street
West Paulview, GU 20537",280.441.9938x9816,Honda,3,Brian Moore,128,"Unit 7480 Box 0708
DPO AE 41705",434-371-3186,Google Pay,8,83572.72,2020-12-31,2017,Silver,grantmitchell@example.org,Active
453,A4,37,Danielle Cochran,11,"2544 Sanchez Point
North Tanya, MO 41871",(483)564-0294x16647,Audi,8,Gina Zimmerman,121,"45353 Moore Meadows Suite 854
New Victor, MD 34358",(942)544-9078,Gift Card,10,27087.39,2023-06-25,2020,Red,suzanne44@example.org,Active
454,E-Class,32,Danielle Waters,15,"7098 Cole Circle Apt. 811
Kathychester, GU 73521",001-539-551-5259x889,Mercedes-Benz,7,Carlos Adams,93,"728 Davis Garden
East Micheal, MT 02530",670-525-0493x0986,Cash,3,76518.07,2022-05-25,2015,Silver,allendana@example.org,Expired
455,Q7,40,Jason Pearson,5,"6642 Pearson Glens Suite 531
Port Joseph, IN 10390",+1-812-828-5762x67253,Audi,8,Dawn Sanchez,88,"506 Jennifer Point
Port Jessica, WY 96366",4548689555,PayPal,7,21172.25,2023-02-15,2017,Silver,mvance@example.org,Active
456,GLC,34,Jason Pearson,5,"0528 Rebekah Vista
Wrightbury, TX 70806",428-423-7986x0681,Mercedes-Benz,7,Karen Wright,70,"934 Casey Crossing
Hannahton, AR 01219",001-399-589-5953x1387,Apple Pay,9,56054.24,2021-01-29,2015,Green,marshlaura@example.net,Expired
457,X3,29,Victoria Harris,13,"39052 Ramirez Locks Suite 925
Feliciahaven, NE 36724",478.709.8738x65828,BMW,6,Daniel Ramos,9,"16127 Torres Corner Suite 889
North Jason, SD 26218",2717309481,Debit Card,2,29402.12,2020-04-01,2024,White,juliejones@example.org,Active
458,Impala,19,Danielle Waters,15,"588 Taylor Court Suite 277
Whitebury, MT 59415",001-933-562-6481x336,Chevrolet,4,Stephanie Smith,43,"06473 Diane Vista Apt. 810
East Kristinechester, LA 93099",001-882-327-4055,Bank Transfer,4,95836.66,2023-12-11,2019,Silver,alexanderlaura@example.com,Active
459,CR-V,13,Julian Coffey,9,"599 David Plaza Suite 607
Reynoldsmouth, AS 14957",001-392-381-9785x335,Honda,3,James Rivera,146,"1228 King Plaza
Willisland, AK 06507",001-402-440-7302x9311,Cryptocurrency,6,43996.56,2023-02-13,2017,Blue,charles05@example.com,Expired
460,Altima,21,Rebecca Neal,4,"881 Mckenzie Meadow
Leetown, WY 67335",642.731.7351x055,Nissan,5,Lisa Wolfe,89,"17759 Jessica Parks Apt. 594
Wadestad, UT 97558",001-996-603-8008x5226,Cash,3,86978.47,2023-07-04,2017,Black,gallowaycourtney@example.org,Active
461,F-150,6,Tanner Hunter,12,"219 Allen Mills
South David, NE 66234",(817)704-7821x76562,Ford,2,Beth Smith,50,"PSC 9886, Box 3859
APO AA 14415",001-658-464-4053x81944,Debit Card,2,47925.32,2021-09-10,2016,Silver,cscott@example.com,Active
462,Murano,24,Kristen Thomas,3,"04071 Simmons Stream Apt. 928
Vincentton, MS 22866",+1-857-247-3844x3411,Nissan,5,Michael Day,5,"60157 Davis Causeway Suite 939
Deannafort, NV 83822",+1-943-465-9986x861,Cryptocurrency,6,74206.81,2023-02-11,2015,Silver,annmartinez@example.com,Expired
463,A4,37,Scott Dougherty,14,"99207 Tammy Passage Apt. 113
Lake Conniefort, PR 45016",+1-324-695-3634x760,Audi,8,Paul Brown,27,"601 Adams Cliff
Loriton, MA 17880",+1-775-308-2266x358,Debit Card,2,50471.05,2021-01-31,2022,Green,jesus04@example.org,Active
464,A4,37,Latoya Lloyd,8,"110 Walker Hollow
North Kelseybury, GA 91638",+1-800-212-6720x31635,Audi,8,Philip Mata,42,"7497 Jacob Tunnel
Port Hunter, MO 39221",+1-581-389-1639,PayPal,7,63108.24,2021-12-22,2016,Blue,isabel61@example.org,Expired
465,Model 3,42,Bryan Mendoza,2,"USNV Brown
FPO AE 38348",(615)642-2035x2212,Tesla,9,Eric Hernandez,13,"2212 Heather Wall Suite 998
Port Micheal, AZ 63522",352-480-9424,Cryptocurrency,6,45790.64,2021-01-11,2022,Blue,allenerik@example.org,Expired
466,Model Y,44,Danielle Waters,15,"01284 Lawrence Circles
Millerstad, TX 67807",+1-530-420-4696x09528,Tesla,9,Joshua Wade,17,"4797 Ramirez Loop
Goodmanland, KS 01544",9706760812,Debit Card,2,78031.06,2023-09-27,2020,Blue,adavis@example.org,Expired
467,A3,36,Bryan Mendoza,2,"USS Morris
FPO AP 36915",3532277071,Audi,8,Lauren Maddox,108,"PSC 1389, Box 0783
APO AE 20136",001-615-361-7813,Debit Card,2,45743.8,2024-04-15,2019,White,brandy35@example.net,Active
468,Civic,11,Danielle Waters,15,"685 Rodriguez Mills Apt. 429
Deniseport, OK 17542",3092249355,Honda,3,Tricia Harris,129,"63109 Brad Burg
Greenview, OR 73091",+1-940-581-5949x87965,Cheque,5,38412.28,2022-07-02,2023,Black,susan69@example.com,Expired
469,Escape,9,Bryan Mendoza,2,"574 James Island Apt. 651
South Ashley, NV 15384",716-204-2957,Ford,2,John Fernandez,82,"802 Mark Parkways Apt. 932
Lisaton, IL 26053",001-216-587-8523x70912,Cash,3,67721.69,2022-05-09,2024,Black,phouse@example.org,Active
470,Altima,21,Danielle Cochran,11,"2984 Arnold Falls
Stanleymouth, KY 16873",760.842.4300,Nissan,5,Rebecca Johnson,33,"605 King Station Apt. 026
Lake Kevinmouth, HI 05310",3177579443,Google Pay,8,84203.55,2021-11-29,2023,Yellow,fbond@example.org,Expired
471,Accord,12,Jason Pearson,5,"3228 Jeremy Trafficway Suite 143
Lake Lisafort, TX 56231",+1-791-638-0886x91945,Honda,3,Eric Hernandez,13,"3761 Jodi Shore
South Kimberlytown, FL 12437",534-511-5294x993,Google Pay,8,24820.46,2020-01-01,2016,Silver,willie42@example.com,Expired
472,5 Series,27,Michele Moreno,1,"2378 Caleb Meadow
Lake Scott, AK 70780",001-491-417-8145x788,BMW,6,Kimberly Green,66,"104 Jennings Locks
New Timothybury, PR 53635",8542299375,Debit Card,2,96795.07,2021-07-15,2024,Yellow,penny37@example.net,Expired
473,GLC,34,Latoya Lloyd,8,"1905 Benjamin Brooks
New Mathewside, NY 47260",001-780-966-1648x667,Mercedes-Benz,7,Isabel King,76,"4276 Torres Plaza
South Laurabury, DE 57172",805-676-6558x62797,Google Pay,8,46427.95,2023-12-09,2019,White,michaelortiz@example.org,Expired
474,Traverse,20,Rebecca Neal,4,"779 Tracy Stravenue
Alyssafort, DC 41049",851.216.6156x1115,Chevrolet,4,Paul Brown,27,"129 Brittany Locks
Boylechester, LA 77138",(390)580-8271x674,Apple Pay,9,63448.74,2020-10-11,2015,Green,jbrown@example.com,Expired
475,E-Class,32,Danielle Waters,15,"555 Mitchell Lake
South Jacob, WY 72241",297-388-0942x529,Mercedes-Benz,7,Kara Barrera,137,"60688 Owens Squares Apt. 391
North Veronicahaven, AL 99495",564-813-1136x973,Credit Card,1,28357.24,2020-12-10,2016,Silver,wsimpson@example.net,Expired
476,A6,38,Danielle Cochran,11,"Unit 5941 Box 1608
DPO AE 83177",+1-897-773-8345x5229,Audi,8,Carlos Patterson,44,"339 Donald Circles
North Joseph, NE 10116",001-415-983-6485x5733,Google Pay,8,40650.28,2022-02-11,2021,Yellow,wellis@example.net,Expired
477,Altima,21,Victoria Harris,13,"29119 Elizabeth Route Suite 269
Lake Mark, CA 83417",+1-693-326-0351x36344,Nissan,5,Cynthia Fry,22,"1254 Reynolds Coves
Josephborough, NJ 49883",(432)687-2725x87588,Apple Pay,9,48288.38,2023-04-16,2024,Red,mariajenkins@example.com,Active
478,Pilot,14,Richard Sharp,10,"PSC 1264, Box 0116
APO AE 77025",504.828.3421x59843,Honda,3,Keith Thompson,104,"Unit 8671 Box 0428
DPO AP 91661",818-717-3604x777,Cryptocurrency,6,68359.25,2021-09-02,2024,Red,robertcummings@example.org,Active
479,Atlas,49,Julian Coffey,9,"815 Lloyd Inlet Apt. 388
New Carrie, PR 68227",(712)385-4006,Volkswagen,10,Melissa Santiago,91,"340 Ronald Via Apt. 794
Port Amandaton, MT 01031",722-857-7830,Bank Transfer,4,59157.88,2023-12-29,2016,Yellow,washingtonjerry@example.net,Active
480,S-Class,35,Jesse Saunders,7,"7572 Mitchell Garden Suite 198
Triciaberg, GA 90504",+1-602-217-3772x149,Mercedes-Benz,7,Angel Velez,136,"4596 Amber Trail Suite 440
Riveraview, NE 25903",001-708-304-0740,Gift Card,10,28238.05,2024-06-20,2023,Red,showell@example.net,Expired
481,Impala,19,Latoya Lloyd,8,"80907 Price Ports
Arnoldshire, IA 22185",+1-615-614-5850x738,Chevrolet,4,Craig Sandoval,25,"3291 Brittany Light Apt. 369
North Paul, MI 21924",001-926-220-3698x65814,Cheque,5,84454.62,2023-09-10,2019,Black,monica07@example.com,Active
482,Escape,9,Rebecca Neal,4,"416 Winters Row
New Paul, MH 03774",001-306-501-6900,Ford,2,Melissa Santiago,91,"818 Rivera Courts Apt. 123
Sanchezville, KS 61783",870-451-7866x1772,Cheque,5,72449.44,2024-09-07,2020,Silver,hbray@example.org,Expired
483,Malibu,17,Rebecca Neal,4,"804 Meagan Club Suite 501
Lindsayburgh, MN 18449",(607)326-1337x411,Chevrolet,4,John Fernandez,82,"USCGC Mccall
FPO AE 05907",(651)432-2566x278,Bank Transfer,4,75955.18,2021-01-31,2018,Yellow,joseph32@example.com,Expired
484,Camry,2,Jason Pearson,5,"8982 Melinda Field
Lake William, AL 25964",485.779.7194x25457,Toyota,1,Nancy Rosales,102,"24845 Larry Expressway Suite 235
Port Jessica, VA 85052",(628)521-9261x474,Cheque,5,81142.69,2020-01-24,2018,Blue,salinasalexander@example.com,Expired
485,Corolla,1,Danielle Cochran,11,"7228 Scott Place
North Jacobburgh, CA 94038",748-358-9629x28710,Toyota,1,Shelley Allen,117,"6222 Kramer Shoals
Lewiston, CO 80502",001-569-858-3849x43243,Apple Pay,9,98563.3,2023-09-10,2018,Red,wattsdavid@example.com,Expired
486,Altima,21,Jacqueline Thompson,6,"30037 Clark Knolls
Heatherchester, GA 31154",695.503.1667,Nissan,5,Laura Wiley,10,"24687 Jackson Alley
North Ritahaven, PA 43630",583-261-3800x9610,Debit Card,2,97507.44,2021-03-19,2022,White,haneyryan@example.com,Expired
487,Civic,11,Danielle Cochran,11,"28422 Joseph Junction Suite 438
East Garystad, GU 06455",(810)867-7688,Honda,3,William Marshall,106,"648 Lynn Extension
Gomezview, IA 99160",240-739-3106x569,Cheque,5,84552.63,2024-08-24,2021,Yellow,salazarcasey@example.org,Expired
488,Pilot,14,Richard Sharp,10,"5591 Frey Springs Suite 307
North Jennifer, NV 48785",(750)756-8882x4465,Honda,3,Joshua Fernandez,18,"PSC 3730, Box 8622
APO AE 61194",921.351.2211x180,Debit Card,2,33074.63,2022-02-02,2018,Blue,meganmartin@example.com,Expired
489,Sentra,22,Scott Dougherty,14,"859 Kimberly Loop Apt. 947
Jonathonborough, AK 04426",(280)365-0216,Nissan,5,Haley Kemp,8,"591 Leon Mission
Lake Darlenetown, LA 67093",+1-832-739-7608x16251,Cash,3,86711.95,2020-03-13,2021,Black,brittanymoore@example.com,Expired
490,A3,36,Danielle Waters,15,"Unit 1596 Box 4087
DPO AA 29552",(233)544-0548x49734,Audi,8,Joshua Wade,17,"91998 Joan Garden Apt. 637
Emmamouth, AK 98731",001-306-659-2312x71628,Gift Card,10,37560.09,2021-12-07,2020,Black,mike68@example.net,Active
491,Q7,40,Victoria Harris,13,"931 Kristine Port
Lake Johnny, LA 11149",952.819.2091,Audi,8,Daniel Morales,134,"Unit 8289 Box 9930
DPO AP 74651",883-290-8286,Bank Transfer,4,85521.64,2023-06-05,2024,Black,sarahsmith@example.net,Expired
492,Atlas,49,Danielle Cochran,11,"1136 Berry Walk
Port Lisa, KY 68895",(560)449-1150x29750,Volkswagen,10,Michael Morgan,39,"718 Daugherty Pine
Lake Laurie, GU 13855",827-347-0955,PayPal,7,54878.09,2023-03-13,2018,Silver,frank37@example.com,Expired
493,Corolla,1,Rebecca Neal,4,"07485 Martin Common
Lake Richard, PA 97246",378-803-8097,Toyota,1,John George,31,"180 Scott Ranch
Jennifertown, PW 11219",(377)449-5819x044,Gift Card,10,99769.88,2024-07-04,2020,Yellow,hcoleman@example.org,Expired
494,GLA,33,Julian Coffey,9,"10746 Teresa Falls
West Markberg, AL 39961",387-214-2266x7326,Mercedes-Benz,7,Thomas Scott,2,"062 Brandy Forest Suite 715
New Lauramouth, ID 80177",(539)917-7663,PayPal,7,77202.16,2024-08-19,2019,Black,stephanie06@example.org,Active
495,Camry,2,Jason Pearson,5,"043 Timothy Club Suite 368
Johnland, IL 04812",+1-269-873-9611x772,Toyota,1,Shelley Allen,117,"081 Murray Forge
Williamland, MP 95028",750-756-8558,Debit Card,2,42853.47,2023-12-01,2016,Blue,michaelbarrett@example.net,Expired
496,Murano,24,Bryan Mendoza,2,"277 Bryan Track
Hannahton, NH 15196",460-890-5740x39787,Nissan,5,Brandy Rivera,92,"02623 Sherri Terrace Apt. 184
Lake Brandiburgh, TX 60798",+1-626-603-9733x9943,Debit Card,2,91503.91,2024-10-01,2019,Silver,justinlopez@example.org,Active
497,GLA,33,Jacqueline Thompson,6,"8710 Lauren Isle Suite 953
Whitneyborough, NJ 67329",260-592-8872x115,Mercedes-Benz,7,Dawn Harris,34,"552 Green Parkways Apt. 277
North Helen, VI 83351",2313255522,Apple Pay,9,42808.93,2020-05-15,2018,Green,christophergregory@example.org,Expired
498,Escape,9,Rebecca Neal,4,"701 Christopher Villages Apt. 100
Patrickfurt, GA 61951",758.314.2250x1138,Ford,2,Gregory Pena,140,"660 Smith Walks
South Robert, MD 77706",(248)352-6055x61454,Google Pay,8,92529.92,2023-03-25,2020,Red,elizabeth50@example.com,Expired
499,Silverado,16,Jesse Saunders,7,"9732 Martin Forges
Wilsonmouth, HI 84197",(837)479-5705,Chevrolet,4,Stephen Erickson Jr.,84,"13781 Donald Shoals
North Cole, CO 01223",885-956-5041x16334,Credit Card,1,74669.27,2020-06-20,2020,Green,evansaustin@example.org,Active
