SalesID,CarModel,CarModel_ID,EmployeeName,Employee_ID,Employee_Address,Employee_CellNumber,Manufacturer,Manufacturer_ID,CustomerName,Customer_ID,Customer_Address,Customer_CellNumber,PaymentMethod,PaymentMethod_ID,SalePrice,SaleDate,CarYear,CarColor,Customer_Email,WarrantyStatus
334,Mustang,7,Danielle Smith,3,"982 Christine Bridge
West Ronaldberg, NM 93668",221-537-7567x5411,Ford,2,Michael Olson,59,"3174 Wyatt Road
South Rodney, NM 75138",(744)968-1053,Cheque,5,57321.17,2024-04-29,2024,Green,valerie18@example.net,Active
335,F-150,6,Shawn Ruiz,8,"661 Wilkinson Overpass
Davidton, WA 96866",001-590-843-8611x11705,Ford,2,Jennifer Baxter,100,"94382 Joseph Circle
New Jamestown, LA 23605",485-220-4582x1543,PayPal,7,90514.25,2020-02-07,2022,Silver,anthonyroberson@example.org,Expired
336,Rogue,23,Jamie Alexander,4,"115 Michael Plaza
Amyburgh, OR 90580",001-412-954-7575x410,Nissan,5,Jennifer Silva,1,"514 Jose Ford Suite 017
Port Darrell, CA 82182",412.683.4645x198,Cheque,5,50118.9,2020-04-14,2024,Blue,wernerleslie@example.com,Active
337,GLA,33,Alan Smith,9,"14792 Jones Mill Apt. 054
North Shane, AS 96837",(774)591-1830x3729,Mercedes-Benz,7,Robert Salinas,101,"0186 Kathleen Landing Apt. 016
Lisahaven, SC 18020",+1-214-472-5217x96097,Gift Card,10,38426.95,2020-09-09,2016,White,nataliereynolds@example.com,Active
338,3 Series,26,April Lopez,6,"445 Lisa Land Suite 688
North Vanessaberg, MA 34588",+1-568-845-7939,BMW,6,James Lewis,67,"96836 Chavez Village Suite 268
Toddside, NC 59920",001-947-958-7327x611,Credit Card,1,60309.01,2020-06-02,2018,Red,gregoryvargas@example.net,Expired
339,Camry,2,Sean Cummings,11,"29877 Dana Skyway
Fitzpatrickmouth, VI 66400",255-545-1776x5079,Toyota,1,David Wilson,122,"222 Jeffrey Garden Suite 089
West Matthew, GA 09203",7468925582,PayPal,7,41616.1,2023-04-07,2023,Red,egibson@example.com,Active
340,5 Series,27,Leslie Thomas,14,"73361 Evan Glens Suite 735
East Tamaraburgh, OK 53835",(355)279-8564,BMW,6,Jordan Hammond,45,"7210 Martin Point
Jordanshire, MD 22783",001-286-298-9946x153,Debit Card,2,39632.38,2022-05-16,2017,Green,zwilliams@example.net,Active
341,Jetta,46,Alan Smith,9,"1018 Katherine Dale Suite 397
West Jesus, RI 64675",+1-516-953-5566x744,Volkswagen,10,Bradley Norton,91,"267 Denise Mountains
Erinfurt, GA 44443",(418)636-5615x2524,Cryptocurrency,6,66243.34,2023-07-03,2015,Green,adamsrobert@example.net,Active
342,Equinox,18,Amy Walter,5,"Unit 8328 Box 0402
DPO AA 42846",901.511.3742,Chevrolet,4,Melissa Griffith,2,"819 Bernard Dale Suite 877
Rhondaburgh, ID 09334",001-406-561-0731x029,Gift Card,10,45738.28,2021-11-18,2017,Green,smithrachel@example.com,Active
343,A3,36,Lori Cooper,12,"41543 Flynn Creek
North Robert, KS 97887",949-826-8607x9324,Audi,8,Natalie Torres,125,"172 Matthew Ways Suite 887
Lake Todd, CA 36280",551-346-1649,Gift Card,10,45649.9,2020-05-08,2018,Green,raymondreed@example.net,Expired
344,Mustang,7,Shawn Ruiz,8,"9644 Alvarado Walk Apt. 661
North Douglasfort, NC 42096",+1-825-414-2581x0252,Ford,2,Cynthia Shields,34,"7768 Olson Ridge
West Johnview, PR 94023",588.392.1956x0806,Cheque,5,42216.35,2020-02-27,2015,Yellow,bradfordcarl@example.org,Expired
345,Passat,47,Stephen Bradley,1,"Unit 2616 Box 2857
DPO AP 49209",(451)295-6327,Volkswagen,10,Ernest Pruitt,7,"8637 Brown Fall
Andreaview, CT 08183",+1-361-996-3588,Cash,3,64679.07,2023-03-21,2021,Blue,ggarcia@example.org,Active
346,Murano,24,Alan Smith,9,"361 Austin Cove
South Johnny, WI 09594",001-305-759-8584,Nissan,5,Mitchell Harris,21,"USS Cunningham
FPO AE 51196",001-362-476-2964x21859,Google Pay,8,51747.38,2024-05-28,2024,Green,michellenorris@example.net,Active
347,F-150,6,Brianna Ross,10,"59090 Burch Turnpike
North Andrew, RI 59057",+1-579-866-8749x272,Ford,2,Emily Gonzales,126,"66226 Julia Mission Apt. 433
Samuelmouth, SD 00510",+1-294-215-5074x9626,Gift Card,10,68270.18,2022-12-09,2022,Blue,urobbins@example.com,Active
348,Equinox,18,Lori Cooper,12,"939 Martinez Corners
Lake Mark, OR 11160",001-293-462-2501x637,Chevrolet,4,Linda Jensen,118,"16459 Snyder Lodge Apt. 276
Anthonyside, MT 90400",443-811-2043,PayPal,7,75191.32,2020-12-15,2024,Black,wsingleton@example.net,Expired
349,Equinox,18,Danielle Smith,3,"8312 Martinez Summit
Spencershire, PW 85938",+1-925-283-1232x625,Chevrolet,4,Wesley Kelley,51,"07847 Kristin Way Apt. 029
Joseville, GU 08527",314-924-5820x9411,Cheque,5,83630.58,2024-07-17,2015,White,dixonbrian@example.net,Active
350,A6,38,Brianna Ross,10,"USS Hartman
FPO AP 98146",275-419-2890,Audi,8,Shannon Cruz,108,"3920 Emily Radial Suite 737
New Jeff, WI 99622",(661)223-1400x8721,Debit Card,2,33261.83,2021-06-13,2015,Silver,denisemcdaniel@example.net,Active
351,Tiguan,48,Amy Walter,5,"360 George River
Palmershire, WA 46363",+1-930-708-7651x1479,Volkswagen,10,David Carey,143,"71523 Hester Mountains
New Stacie, MP 13677",999.248.2612x16348,Credit Card,1,53334.1,2020-01-05,2015,White,colevictoria@example.org,Active
352,Model Y,44,Stephen Bradley,1,"106 John Harbor
Larryview, PA 93772",812.354.4806,Tesla,9,Andrea Gomez,92,"PSC 0847, Box 8507
APO AE 28003",+1-999-936-1758,Cheque,5,70844.3,2021-05-16,2018,Green,stephaniewilliams@example.org,Expired
353,Tiguan,48,Brianna Ross,10,"42727 Melissa Loaf
East Martin, SC 98123",+1-833-766-6678x7370,Volkswagen,10,Jacqueline Stone,145,"26154 Jennifer Divide Apt. 432
East Karen, NY 20907",799.341.2399x55622,Google Pay,8,84075.36,2022-04-21,2016,Red,mary30@example.com,Active
354,Escape,9,Danielle Smith,3,"Unit 1758 Box 0191
DPO AP 24486",343-495-8876,Ford,2,Ricardo Hart,95,"660 Coleman Estate
Rebeccachester, MN 09032",8067686947,Credit Card,1,74470.96,2023-08-30,2017,White,stephaniejohnson@example.org,Active
355,Murano,24,Stephen Bradley,1,"2461 Deleon Field
Shellymouth, AL 06343",237.412.8745,Nissan,5,James Lewis,67,"Unit 5611 Box 1303
DPO AP 42078",+1-237-210-8157x0677,Cheque,5,68198.28,2023-12-26,2016,Blue,amandafitzgerald@example.com,Active
356,Civic,11,Alan Smith,9,"21550 Bell Locks Apt. 885
Port Michelleland, MS 52740",456-906-0372x8230,Honda,3,Stephanie Smith,140,"9835 Powers Oval
Parrishville, MS 59625",779-792-4183x99943,PayPal,7,70762.99,2020-01-11,2022,Yellow,dgreen@example.com,Active
357,Highlander,4,Stephen Bradley,1,"2770 Martinez Curve Suite 204
Thomasview, OR 39386",890.344.7499x051,Toyota,1,Taylor Martin,58,"15317 Cole Mission Suite 578
East Emilytown, KS 43804",001-212-321-5668x715,Cryptocurrency,6,77774.04,2024-01-18,2017,Black,huntedward@example.org,Active
358,Passat,47,Sean Cummings,11,"394 Hamilton Centers Suite 289
Sheltonview, AR 32433",+1-699-708-3373,Volkswagen,10,Adrienne Kelley,144,"Unit 1633 Box 6194
DPO AA 75550",(549)541-8042,Credit Card,1,46679.63,2020-06-08,2015,Silver,woodschristine@example.org,Expired
359,Model Y,44,Jamie Alexander,4,"25545 Scott Court
Johnstonchester, VI 61093",809-310-4255,Tesla,9,Rachel King,28,"5035 Spencer Curve
Skinnerton, MD 30239",001-908-778-2248x0131,Debit Card,2,91880.33,2022-09-24,2016,White,jamesbridges@example.com,Expired
360,Edge,10,April Lopez,6,"7072 Hernandez Lights
Johnsonton, MA 60663",386-356-3195x2187,Ford,2,Crystal Conner,119,"02429 Brady Plains
Kellystad, TN 20224",412.271.1014x14852,Cheque,5,74040.82,2022-12-18,2021,Yellow,lucas92@example.net,Expired
361,5 Series,27,Shawn Ruiz,8,"080 Cassie Branch Apt. 414
Ryanmouth, GU 46445",(867)849-3542,BMW,6,Denise Schmidt,112,"26368 Brandt Villages Suite 871
East Williamfort, ME 32009",+1-877-652-7781x15531,Cryptocurrency,6,39553.73,2023-08-01,2020,Black,amy83@example.org,Active
362,Model S,41,Stephen Bradley,1,"3790 Kyle Valleys Apt. 254
North Erinville, ND 77490",390.356.7383x5882,Tesla,9,Brian Boyd,139,"56178 Combs Stravenue Suite 761
Millerberg, WV 81867",658-964-4916x88196,Apple Pay,9,78235.48,2023-06-16,2021,Blue,beverlyjefferson@example.com,Active
363,Model 3,42,John Pham,15,"3566 Ewing Course
South Robertastad, KY 65198",810.709.9674,Tesla,9,Brian Smith,53,"PSC 7277, Box 3079
APO AE 62443",735.911.4498,Bank Transfer,4,61004.14,2023-10-29,2019,Black,victoria60@example.com,Expired
364,Traverse,20,Craig Anderson,13,"30247 Lisa Rest Suite 270
Kellyside, FL 59750",862-628-3097,Chevrolet,4,Brandon Lee,38,"5242 Townsend Square
New Lisastad, WY 03851",993.733.1280x27175,Credit Card,1,43155.95,2023-04-16,2023,White,sweiss@example.com,Expired
365,Impala,19,Sean Cummings,11,"11341 Valenzuela Pines Apt. 320
West Paulshire, NH 45807",636.557.4394,Chevrolet,4,Michael Henry,123,"16375 Kendra Mountains Suite 103
Jacobmouth, AS 19448",001-990-891-8432x652,Cryptocurrency,6,33932.42,2024-01-07,2022,Red,hjones@example.net,Active
366,Q7,40,John Smith,7,"03999 Herrera Plains Suite 042
Shannonton, NM 01585",274.355.3206,Audi,8,Barbara Hansen,121,"68661 Hunter Parkway Apt. 056
New Angeltown, MD 60520",001-408-270-7498,Cash,3,39129.39,2023-06-09,2015,Yellow,schambers@example.com,Expired
367,GLA,33,Lori Cooper,12,"116 Torres Hollow Suite 863
Port Steven, NY 91268",(723)265-8603,Mercedes-Benz,7,Janet Simon,52,"4522 Tina Skyway Suite 966
Moralesland, ME 10225",(234)406-6124x897,Credit Card,1,81143.74,2024-07-09,2018,Red,katiegreer@example.org,Active
368,Edge,10,Alan Smith,9,"3809 Preston Oval Apt. 470
Aprilbury, WA 06672",442-593-2324,Ford,2,Sheri Johnson,27,"4725 Rodriguez Shore Suite 199
Port Lauren, OR 10795",+1-743-682-0513,Cash,3,80140.81,2020-11-24,2018,Blue,marcus21@example.com,Expired
369,X5,28,Shawn Ruiz,8,"842 Monique Circle Suite 128
Port Daniel, NY 50681",455.314.0924x6812,BMW,6,Sarah Hernandez,19,"6915 Smith Estate
Marymouth, MA 40122",(581)580-1934,Cash,3,90444.25,2023-04-06,2019,Green,ycook@example.com,Expired
370,Mustang,7,Sean Cummings,11,"68494 Meyers Crest Apt. 173
Port Robert, TX 22011",755.387.1958,Ford,2,Jimmy Wheeler,3,"9664 Scott Harbor Suite 724
New Eric, NC 48824",282-450-7409,Credit Card,1,79311.44,2022-11-01,2018,Silver,rwatson@example.net,Expired
371,C-Class,31,Sean Cummings,11,"44166 Watson Meadow Suite 769
Fosterside, IN 84467",001-751-369-6897x55126,Mercedes-Benz,7,Darius Faulkner,88,"5367 Leah Via
East Michael, GU 53663",615-946-9382,Gift Card,10,53578.25,2023-03-05,2022,Yellow,blake57@example.com,Active
372,Model X,43,Amy Walter,5,"050 Bryant Point Suite 502
South Linda, WV 41943",+1-637-303-7552x92616,Tesla,9,Luis Perkins,114,"1254 Andrew Burg
Amandaberg, OR 24209",+1-368-219-8048x8147,Credit Card,1,79310.32,2020-05-16,2023,Black,cthompson@example.com,Expired
373,F-150,6,Lori Cooper,12,"392 Valerie Circle Apt. 911
North Jamieborough, MS 69222",643-206-0771x48144,Ford,2,Kelly Arroyo,103,"USCGC Young
FPO AE 72735",7698948506,Credit Card,1,76606.83,2020-05-19,2021,Green,npowell@example.org,Expired
374,E-Class,32,Cheryl Harrison,2,"570 Richards Center Suite 400
West Jeffreyfort, RI 34436",(770)998-8338x867,Mercedes-Benz,7,Rose Owens,22,"0535 Annette Meadows Suite 838
Port Kevin, LA 71854",8569679894,Cheque,5,55183.31,2021-06-27,2024,Blue,johnsonpatrick@example.net,Active
375,E-Class,32,Amy Walter,5,"8408 Henry Ferry Apt. 918
Carrburgh, MO 55226",4306860124,Mercedes-Benz,7,Chase Smith,74,"089 Heather Walks Suite 010
South Lisa, AS 89986",853-471-2294x8209,Bank Transfer,4,40837.21,2023-05-15,2024,Silver,delgadodavid@example.com,Expired
376,Maxima,25,Alan Smith,9,"03095 Sophia Ports
Port Jenniferhaven, VT 85698",512.593.6250x602,Nissan,5,Preston Blair,5,"700 Rojas Spring Suite 999
Christinestad, AZ 96212",623-688-4353,Credit Card,1,99079.86,2021-03-13,2021,Green,christieaguilar@example.org,Active
377,Maxima,25,Leslie Thomas,14,"3183 Moore Mountain
New Johnny, NY 53716",(802)898-6177,Nissan,5,Katherine Ortega,47,"USCGC Reynolds
FPO AA 52381",489.261.5525x068,Debit Card,2,93044.57,2023-02-06,2018,Yellow,jesse34@example.org,Active
378,Golf,45,John Pham,15,"28663 Taylor Center Suite 002
West Gary, CA 22199",546.519.1217,Volkswagen,10,Sara Green,42,"751 Heather Turnpike
Brookstown, ME 26432",244.848.4107,Gift Card,10,72436.51,2021-01-13,2016,White,gavin16@example.com,Expired
379,Atlas,49,Brianna Ross,10,"8688 Leon Avenue
Shanechester, PA 08655",+1-246-477-6587x70896,Volkswagen,10,Mitchell Harris,21,"9357 Roach Mount
Lake Janet, CT 24466",706-767-8132,Credit Card,1,80768.49,2023-12-08,2019,Silver,thompsonnicole@example.com,Active
380,Sentra,22,John Pham,15,"163 Amy Wells Suite 760
Louismouth, KY 23971",8789004565,Nissan,5,Kevin Ward,66,"30338 Smith Throughway Suite 057
Brendabury, CA 65666",647-743-9997x863,Apple Pay,9,21213.62,2023-12-31,2015,Silver,smithalexis@example.com,Expired
381,Corolla,1,Sean Cummings,11,"633 Antonio Knolls
New Charles, CA 23812",(317)671-9166x583,Toyota,1,Kevin Stevens,134,"7003 Jason Glens
Rebeccaport, NM 17013",(280)869-3757x72097,Credit Card,1,73494.77,2023-05-04,2017,Yellow,juliemcdaniel@example.com,Expired
382,Model Y,44,Cheryl Harrison,2,"73084 Tina Flats
West Katelyn, MH 63191",284-953-6414,Tesla,9,Curtis Le,76,"9480 Wilson Highway Suite 401
West Ryanberg, UT 65009",+1-204-323-3562x69207,Gift Card,10,50561.15,2021-07-18,2022,Red,zacharypadilla@example.com,Active
383,Tiguan,48,Shawn Ruiz,8,"25634 Schmidt Wall
Barnesbury, LA 60650",+1-424-367-3605,Volkswagen,10,Stephanie Leach,30,"555 Mills Corner
Melissatown, GA 74804",887.896.4698x170,PayPal,7,82344.37,2021-04-07,2024,Yellow,julian49@example.com,Active
384,A3,36,Shawn Ruiz,8,"7557 Gonzales Forks
Kellytown, DE 02551",6867268318,Audi,8,Linda Riley,83,"808 Kristen Shore
Stephenview, MH 52173",988-758-6568x73374,Apple Pay,9,53422.48,2020-02-11,2023,Yellow,phillip57@example.net,Expired
385,Equinox,18,Jamie Alexander,4,"22931 Jennifer Mills
Nataliemouth, RI 29090",976.499.1657,Chevrolet,4,Jesse Weiss,132,"2873 Turner Brook Apt. 698
Erinmouth, NH 67188",(998)962-1796x22189,Credit Card,1,76752.21,2020-03-28,2017,Black,adam14@example.org,Expired
386,S-Class,35,Cheryl Harrison,2,"37597 Tamara Mill
Claytonville, ND 12541",230.567.6375,Mercedes-Benz,7,Crystal Conner,119,"8287 Carol Road Suite 277
East Alexisland, UT 86875",443.623.7996x347,Gift Card,10,44494.59,2021-09-03,2022,Black,brandimeyer@example.net,Active
387,Corolla,1,April Lopez,6,"Unit 3339 Box 8545
DPO AP 70792",988-627-3300,Toyota,1,Laura Lawson,35,"PSC 2661, Box 2597
APO AA 28233",001-222-919-3383x156,Cryptocurrency,6,32629.51,2022-12-10,2022,Silver,robertsterri@example.com,Active
388,CR-V,13,Alan Smith,9,"76425 Smith Views Apt. 864
North Travisland, GU 91009",748.239.6486x5938,Honda,3,Cindy Grant,142,"Unit 7666 Box 2847
DPO AE 04352",2439097572,Debit Card,2,76050.62,2020-11-20,2020,Green,josedickson@example.com,Active
389,Odyssey,15,Danielle Smith,3,"6987 Jill Loaf
South Meredithchester, OR 66389",636-486-8581x071,Honda,3,James Fowler,131,"98644 Hansen Islands
Hillbury, OR 73100",3998058326,Gift Card,10,64485.45,2022-11-07,2016,White,garysmith@example.com,Expired
390,GLA,33,Jamie Alexander,4,"743 Hughes Forks
Lake David, NM 56667",+1-210-597-8517,Mercedes-Benz,7,Christopher Beck,40,"6107 Anthony Mount Suite 655
South Kenneth, FM 31323",670-529-4969x962,Bank Transfer,4,24579.45,2022-03-08,2021,Silver,annahicks@example.com,Expired
391,CR-V,13,Craig Anderson,13,"31776 Higgins Rapids Suite 298
East Rachelside, MS 73608",(343)260-4820,Honda,3,Megan Morgan,128,"4460 Orozco Mountains Apt. 006
Williamsburgh, CO 84472",831-327-1505,Cheque,5,88285.09,2021-09-23,2020,Silver,richard93@example.net,Expired
392,C-Class,31,Brianna Ross,10,"9776 Pugh Ramp
North Lisastad, NE 53104",(481)851-1265x61438,Mercedes-Benz,7,Ebony Myers,68,"502 Carey Place Apt. 633
North Williamfort, IN 16991",+1-434-644-1856x83158,Bank Transfer,4,70886.6,2022-07-19,2021,Silver,claytonbrittany@example.org,Expired
393,5 Series,27,April Lopez,6,"608 Williamson Track Apt. 741
Autumnbury, SC 46747",777.861.5892,BMW,6,Jennifer Silva,1,"1322 Joshua Gateway
Lake Brandyberg, UT 54520",793-771-3463,Bank Transfer,4,98696.34,2023-08-07,2015,Red,shawnnelson@example.org,Expired
394,Model 3,42,Danielle Smith,3,"653 Jackie Corner Suite 920
Lake Denise, WV 38256",(248)834-4411x27499,Tesla,9,Marcus Wolf,16,"6214 Sims Burg
East Claytonland, PA 51613",936-356-9989,PayPal,7,77496.23,2020-04-24,2020,Yellow,kcasey@example.org,Expired
395,A4,37,John Smith,7,"7919 Ortega Loop Suite 679
Jeremyview, ID 14343",600-272-5126,Audi,8,Stephanie Williamson,24,"10044 Kimberly Forge
New Aliciaton, WY 36891",+1-428-405-1284x84298,Cheque,5,55050.81,2023-07-22,2016,Yellow,brian76@example.com,Expired
396,Model X,43,Cheryl Harrison,2,"370 Mann Knolls
Markmouth, WV 71976",(912)996-1279x47022,Tesla,9,Laura Lawson,35,"80233 Tracy Cape
Wongtown, MO 61484",(849)937-7282,Gift Card,10,85561.87,2022-06-18,2024,Green,shayes@example.net,Active
397,M3,30,Stephen Bradley,1,"48548 Hughes Highway Suite 900
Manningborough, OH 04069",+1-997-317-4229,BMW,6,Meghan Walker,14,"948 Clay Crescent Apt. 211
Johnnyview, VA 99842",441-205-0341x72907,Credit Card,1,62966.19,2020-08-19,2023,White,harmoncynthia@example.com,Active
398,Pilot,14,Jamie Alexander,4,"10005 Martha Hollow
New Sierratown, KS 88924",992-361-3292x357,Honda,3,Lisa Soto,75,"7232 Quinn Skyway
Lake David, SC 75080",364.522.5860x124,PayPal,7,93309.55,2023-05-14,2015,Red,alexander55@example.net,Expired
399,Tiguan,48,April Lopez,6,"49604 Richard Manors Apt. 934
North Meagan, KY 98013",569-728-7339x97577,Volkswagen,10,Sara Green,42,"8095 Michael Rest Suite 335
West Scott, AL 44240",991-217-0401,Cheque,5,77470.52,2021-03-29,2016,White,harveyfrank@example.net,Active
400,Mustang,7,Jamie Alexander,4,"2265 Michael Shore Apt. 538
New Gabrielleborough, SD 95265",396-675-6769x38586,Ford,2,Denise Schmidt,112,"USNV Jackson
FPO AA 69215",+1-971-624-2984x132,Google Pay,8,86227.95,2023-12-31,2017,White,crystal34@example.net,Expired
401,Impala,19,Shawn Ruiz,8,"190 Jonathan Landing
New John, OR 03987",+1-762-945-6797x59193,Chevrolet,4,Christopher Long,82,"09645 Becky Key Apt. 132
New Jennifer, LA 75308",592-542-7378,Credit Card,1,75735.15,2021-11-16,2016,Yellow,elizabeth40@example.org,Expired
402,S-Class,35,Jamie Alexander,4,"185 Thomas Turnpike Apt. 902
West Sharonborough, SD 99742",+1-551-606-2906x156,Mercedes-Benz,7,Natalie Torres,125,"13062 Anderson Station Apt. 960
North Jasminefort, NM 83223",+1-692-644-0963x017,Cheque,5,35915.78,2020-02-29,2020,Blue,mary59@example.com,Active
403,Accord,12,John Smith,7,"891 Vickie Plaza Apt. 885
East Ryanburgh, LA 65788",001-826-726-9100x2496,Honda,3,Derek Norris,94,"1743 Holt Points
Michaelmouth, VA 65698",+1-655-473-8196x42246,Bank Transfer,4,27297.78,2020-04-06,2015,Yellow,newmannicholas@example.net,Expired
404,Traverse,20,Sean Cummings,11,"9335 Tina Gateway
East Eric, MP 26944",999-926-8144x2418,Chevrolet,4,Michael Henry,123,"65538 Lloyd Plains Apt. 520
South Christopher, KY 78525",402.926.7529,Debit Card,2,63255.68,2020-09-03,2019,Yellow,stephanieaustin@example.org,Expired
405,RAV4,5,Stephen Bradley,1,"720 King Circles
Hortonstad, OR 27951",495-813-7944,Toyota,1,Jamie Anderson,63,"076 Montoya Fall Suite 754
Mccarthyhaven, KY 42932",001-961-890-9005x47388,Cryptocurrency,6,88535.41,2021-09-14,2015,Blue,pbrooks@example.net,Active
406,Equinox,18,Leslie Thomas,14,"925 Gonzalez Knoll Suite 293
West Dawnhaven, SD 38958",880-720-6253,Chevrolet,4,Sarah Hernandez,19,"141 Wilson Walk
West Craig, AZ 14741",+1-541-530-1988x397,PayPal,7,96777.25,2021-09-19,2024,Green,mark01@example.net,Expired
407,Odyssey,15,Shawn Ruiz,8,"771 Joseph Valleys Apt. 933
Williamhaven, GU 28764",(706)619-5176x96677,Honda,3,Christopher Beck,40,"026 Ryan Points Apt. 682
Port Tammy, DC 65947",(999)963-9580,Bank Transfer,4,62837.66,2020-02-15,2024,Yellow,david56@example.com,Active
408,X3,29,Amy Walter,5,"904 Bowers Forks Suite 240
Williamsborough, AL 75505",482-894-3524x9975,BMW,6,Mason Vaughn,37,"8621 James Island Suite 545
Tommytown, NV 13953",+1-419-877-6378x200,Cash,3,31225.73,2022-08-17,2021,Red,heather52@example.org,Expired
409,X5,28,Lori Cooper,12,"09963 Smith Path Suite 182
Lowestad, MD 18766",295-978-0382x74135,BMW,6,Dennis Wilson,26,"82767 Duarte Mountains
West Alicia, AL 75042",674.401.3612x9475,Credit Card,1,51487.2,2020-11-03,2016,Black,jacobsnyder@example.org,Active
410,Corolla,1,Alan Smith,9,"Unit 4905 Box 2076
DPO AA 33431",779-235-4922,Toyota,1,Beth Hicks,41,"6077 Griffith Cove Apt. 917
Lake Jodiberg, IN 86385",(911)592-4189x9015,Google Pay,8,80764.77,2021-10-20,2020,Red,catherinewashington@example.org,Active
411,A4,37,John Smith,7,"94137 Flynn Crest
East Benjaminbury, GA 97386",001-936-755-5377,Audi,8,Robert Salinas,101,"49965 Lori Fields Apt. 909
West Johnbury, CT 80479",462.954.5156x09107,Bank Transfer,4,91002.93,2022-02-20,2021,Black,qcarrillo@example.net,Expired
412,Prius,3,Jamie Alexander,4,"7109 Katie Camp
New Robertland, OK 81395",(458)580-7133x464,Toyota,1,Kenneth Gonzales,62,"585 Dominguez Lakes
Michaelton, SC 83356",(282)864-9462,Gift Card,10,60688.2,2021-08-25,2022,Green,harrisjames@example.org,Active
413,RAV4,5,John Smith,7,"46485 Phillips Courts
South Bobbyburgh, WV 79972",(621)659-4167x9318,Toyota,1,Curtis Le,76,"Unit 6598 Box 0022
DPO AA 50372",275.512.9038x88323,Cheque,5,91515.03,2021-04-01,2024,Red,julie33@example.net,Active
414,Explorer,8,Craig Anderson,13,"6274 Brian Cove Apt. 731
North Daniel, PW 05598",889-591-8737,Ford,2,Beth Hicks,41,"5034 Tracy Locks Apt. 660
Lake Vincenthaven, NV 68727",531-358-2695,Gift Card,10,97704.71,2020-06-01,2020,Red,hollynicholson@example.org,Expired
415,Civic,11,Cheryl Harrison,2,"96576 Debra Roads Apt. 247
South Melissa, IL 97139",(896)492-9356x7086,Honda,3,Caitlyn Crawford,120,"0166 Deborah Crest Suite 443
Andreaside, AR 02941",619.277.1129x04491,Cryptocurrency,6,33060.52,2022-10-19,2018,Green,zhawkins@example.com,Expired
416,RAV4,5,Amy Walter,5,"216 Garcia Lake Apt. 812
Michaelmouth, AZ 39249",5349494996,Toyota,1,Sarah Whitney,32,"735 Samuel Fields
Reevestown, ME 03793",001-267-436-7747,Gift Card,10,98403.03,2022-12-08,2019,Yellow,eric72@example.net,Expired
417,Model X,43,April Lopez,6,"25165 Steven Shoals Suite 764
Caseyburgh, RI 18030",789-262-0759,Tesla,9,Curtis Le,76,"2614 Stephanie Bypass Suite 532
Greenberg, VA 53795",+1-350-323-1712,Cash,3,92829.66,2020-09-20,2019,Black,hrobertson@example.org,Active
418,Traverse,20,John Pham,15,"090 Davidson Lake Suite 466
West Ashley, AR 42489",2393499102,Chevrolet,4,Virginia Nelson DVM,79,"7456 Thomas Dam Apt. 393
East Luis, PA 25437",994-604-6650x6055,Cryptocurrency,6,25541.0,2020-05-12,2023,Red,dcarter@example.com,Expired
419,Model Y,44,Amy Walter,5,"3849 Jill Walk
East Kelly, FM 61281",419-427-0008x425,Tesla,9,Alec Grant,55,"45599 Andrew Island Suite 347
Guerrerofort, SC 42688",+1-639-748-0186x95708,Apple Pay,9,27828.55,2021-12-29,2017,Black,patricia67@example.org,Active
420,GLC,34,Danielle Smith,3,"761 Renee Knolls
Romeroburgh, ME 47942",9692813898,Mercedes-Benz,7,Jacqueline Stone,145,"2486 Jennifer Junctions Suite 608
South Patriciachester, IL 96366",536.609.7189x4915,Cheque,5,29785.82,2022-09-30,2023,Yellow,denniswoods@example.net,Active
421,CR-V,13,John Smith,7,"USNS Rodriguez
FPO AE 11772",001-261-857-1559,Honda,3,Sherry Edwards,54,"488 Mills Islands Suite 327
South Nancy, MA 43178",001-353-750-2681x728,Cash,3,43504.73,2024-09-22,2016,White,holmesamy@example.net,Active
422,Altima,21,April Lopez,6,"885 Jennifer Lock
South Terrichester, OR 63383",364.288.6127x217,Nissan,5,Shannon Cruz,108,"4853 Santiago Views
East Angelaside, MA 43039",240-400-3003x876,Cheque,5,88873.45,2023-09-23,2019,Green,adampeterson@example.org,Active
423,A4,37,Jamie Alexander,4,"554 Brown Spur
Julieton, CO 29437",001-506-357-4485,Audi,8,Stephanie Leach,30,"069 Schneider Summit Apt. 275
Valenzuelafort, MT 76191",523.244.9292,PayPal,7,96128.14,2024-09-28,2018,Black,danielellis@example.com,Expired
424,Tiguan,48,John Pham,15,"747 Stephanie Views Apt. 767
North Stephenstad, WA 88768",001-470-720-8888x411,Volkswagen,10,Preston Blair,5,"8720 Larry Springs Suite 659
Lake William, NM 12527",5122028715,Apple Pay,9,29830.74,2024-05-13,2023,White,richard76@example.net,Expired
425,C-Class,31,Jamie Alexander,4,"6557 Linda Street Suite 405
West Ryanmouth, MT 74288",(370)250-1462x91604,Mercedes-Benz,7,Beth Hicks,41,"064 Rush Station
Lake Emilyside, MT 23524",289-358-6048,PayPal,7,93804.86,2023-01-24,2017,Blue,mike81@example.net,Expired
426,A6,38,Brianna Ross,10,"04764 Joseph Wall
Hawkinsbury, ID 01510",375-520-4593x566,Audi,8,Jamie Anderson,63,"721 Mia Ports
Adammouth, FM 82930",727.524.5661,Cheque,5,49529.33,2021-07-27,2022,Yellow,qcollins@example.net,Expired
