CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
14997,MR.,ANGEL,COOPER,1975-06-05,M,M,angel8@adventure-works.com,30000,0,Partial College,Clerical,N
14998,MR.,ROBERT,RODRIGUEZ,1974-04-16,S,M,robert80@adventure-works.com,20000,0,Partial High School,Manual,N
14999,MS.,ARIANNA,MORRIS,1973-05-06,S,F,arianna41@adventure-works.com,10000,0,Partial High School,Manual,Y
15000,MS.,KELLI,ZHOU,1973-05-22,S,F,kelli9@adventure-works.com,10000,0,Partial High School,Manual,N
15001,MS.,AUTUMN,LU,1973-03-03,S,F,autumn10@adventure-works.com,10000,0,Partial High School,Manual,N
15002,MS.,JENNY,LIN,1973-04-06,S,F,jenny10@adventure-works.com,20000,0,Partial High School,Manual,N
15003,MR.,DENNIS,YANG,1973-09-21,S,M,dennis6@adventure-works.com,20000,0,Partial High School,Manual,N
15004,MS.,SUZANNE,HU,1973-12-05,S,F,suzanne21@adventure-works.com,20000,0,Partial High School,Manual,Y
15005,MR.,ADRIAN,COOPER,1978-09-20,S,M,adrian10@adventure-works.com,60000,0,Partial College,Skilled Manual,N
15006,MS.,GRACE,JACKSON,1978-11-21,M,F,grace11@adventure-works.com,70000,0,Partial College,Skilled Manual,Y
15007,MS.,JAIME,RUBIO,1977-08-21,S,F,jaime23@adventure-works.com,40000,0,Partial High School,Clerical,N
15008,MR.,BLAKE,PARKER,1977-11-27,M,M,blake44@adventure-works.com,40000,0,Partial High School,Clerical,N
15009,MS.,CHLOE,PATTERSON,1977-06-10,S,F,chloe77@adventure-works.com,30000,0,Partial College,Skilled Manual,Y
15010,MR.,CORY,SURI,1977-09-12,M,M,cory18@adventure-works.com,30000,0,Partial College,Skilled Manual,Y
15011,MS.,AMBER,MITCHELL,1977-11-13,S,F,amber11@adventure-works.com,60000,0,Partial College,Skilled Manual,Y
15012,MS.,EMMA,HUGHES,1976-09-03,M,F,emma57@adventure-works.com,60000,0,Partial College,Skilled Manual,Y
15013,MS.,JULIA,CAMPBELL,1976-11-13,S,F,julia6@adventure-works.com,60000,0,Partial College,Skilled Manual,N
15014,MR.,WARREN,LIU,1949-07-19,M,M,warren21@adventure-works.com,30000,3,Partial College,Clerical,N
15015,MR.,RANDY,LIU,1950-05-06,M,M,randy5@adventure-works.com,30000,3,Partial College,Clerical,N
15016,MR.,DANIEL,CLARK,1980-02-13,S,M,daniel9@adventure-works.com,40000,0,Partial High School,Clerical,N
15017,MS.,AMANDA,RAMIREZ,1980-10-22,S,F,amanda16@adventure-works.com,20000,0,Partial College,Skilled Manual,N
15018,MRS.,FELICIA,MARTIN,1951-10-24,M,F,felicia0@adventure-works.com,30000,3,High School,Skilled Manual,N
15019,MRS.,MARY,RAMOS,1951-03-28,S,F,mary38@adventure-works.com,30000,3,High School,Skilled Manual,Y
15020,MRS.,CHRISTY,MA,1951-10-24,M,F,christy14@adventure-works.com,30000,3,High School,Skilled Manual,N
15021,MR.,LUCAS,MOORE,1951-04-12,M,M,lucas21@adventure-works.com,30000,3,High School,Skilled Manual,N
15022,MRS.,LATASHA,GUTIERREZ,1951-11-16,M,F,latasha11@adventure-works.com,40000,2,Partial College,Clerical,N
15023,MR.,JUAN,WATSON,1979-07-03,M,M,juan10@adventure-works.com,70000,0,Partial College,Skilled Manual,Y
15024,MR.,NATHAN,JONES,1952-11-13,M,M,nathan61@adventure-works.com,30000,3,High School,Skilled Manual,Y
15025,MRS.,KRISTI,SUBRAM,1952-07-18,S,F,kristi30@adventure-works.com,40000,2,Partial College,Clerical,Y
15026,MRS.,FELICIA,DIAZ,1952-07-09,S,F,felicia3@adventure-works.com,40000,2,Partial College,Clerical,Y
15027,MR.,TOMMY,JAI,1953-10-19,M,M,tommy8@adventure-works.com,40000,3,Partial College,Skilled Manual,Y
15028,MS.,TABITHA,ALVAREZ,1980-03-10,S,F,tabitha24@adventure-works.com,10000,0,Partial College,Manual,N
15029,MR.,ALEJANDRO,YE,1979-06-04,S,M,alejandro12@adventure-works.com,10000,0,Partial College,Manual,Y
15030,MR.,JEFFERY,ZHENG,1980-07-12,M,M,jeffery19@adventure-works.com,20000,0,Bachelors,Clerical,Y
15031,MR.,DARRYL,LIN,1977-02-27,M,M,darryl7@adventure-works.com,10000,0,High School,Manual,Y
15032,MRS.,MEREDITH,SUAREZ,1976-06-11,S,F,meredith43@adventure-works.com,10000,1,High School,Manual,N
15033,MRS.,DANA,MORENO,1976-07-02,S,F,dana22@adventure-works.com,10000,1,High School,Manual,N
15034,MR.,HECTOR,SUAREZ,1979-08-26,S,M,hector17@adventure-works.com,10000,1,High School,Manual,N
15035,MR.,JAY,MEHTA,1979-02-11,S,M,jay20@adventure-works.com,10000,1,High School,Manual,N
15036,MR.,DEREK,SHE,1979-08-23,S,M,derek1@adventure-works.com,20000,0,Bachelors,Clerical,Y
15037,MR.,JAIME,RAJI,1979-08-23,S,M,jaime44@adventure-works.com,20000,0,Bachelors,Clerical,Y
15038,MR.,CEDRIC,YANG,1978-07-12,M,M,cedric5@adventure-works.com,20000,0,Bachelors,Clerical,Y
15039,MRS.,MICHELE,XIE,1977-04-05,S,F,michele3@adventure-works.com,10000,1,High School,Manual,N
15040,MR.,GEORGE,LOPEZ,1977-06-10,M,M,george23@adventure-works.com,10000,1,High School,Manual,Y
15041,MRS.,MICHELE,GOEL,1977-09-08,M,F,michele20@adventure-works.com,10000,1,High School,Manual,Y
15042,MR.,BRYANT,PEREZ,1977-01-21,S,M,bryant20@adventure-works.com,20000,0,Partial College,Manual,N
15043,MR.,JOEL,GONZALEZ,1977-05-10,S,M,joel17@adventure-works.com,20000,0,Partial College,Manual,Y
15044,MS.,VALERIE,HU,1977-08-10,S,F,valerie22@adventure-works.com,20000,0,Partial College,Manual,Y
15045,MRS.,TASHA,LUO,1943-04-20,M,F,tasha6@adventure-works.com,20000,2,Partial College,Manual,Y
15046,MRS.,CASEY,TANG,1943-11-18,M,F,casey4@adventure-works.com,40000,1,Graduate Degree,Clerical,Y
15047,MRS.,MEGHAN,VAZQUEZ,1961-08-11,M,F,meghan14@adventure-works.com,30000,3,Graduate Degree,Clerical,Y
15048,MRS.,BONNIE,YUAN,1961-06-19,M,F,bonnie12@adventure-works.com,30000,3,Graduate Degree,Clerical,Y
15049,MR.,FRANK,DOMINGUEZ,1960-03-24,S,M,frank20@adventure-works.com,10000,1,High School,Manual,N
15050,MR.,JOSHUA,MILLER,1960-12-10,S,M,joshua8@adventure-works.com,20000,1,Partial College,Manual,N
15051,,HAROLD,MCDONALD,1960-05-23,S,NA,harold11@adventure-works.com,20000,1,Partial College,Manual,N
15052,MRS.,KARI,MORENO,1960-05-05,M,F,kari26@adventure-works.com,20000,1,Partial College,Manual,Y
15053,MR.,KURT,ANDERSEN,1959-11-09,S,M,kurt13@adventure-works.com,10000,1,High School,Manual,N
15054,MR.,ROGER,ANAND,1959-02-14,S,M,roger50@adventure-works.com,20000,2,Partial College,Manual,Y
15055,MR.,PATRICK,TORRES,1959-07-22,M,M,patrick10@adventure-works.com,20000,2,Partial College,Manual,Y
15056,MRS.,JAIME,SUAREZ,1959-04-02,M,F,jaime21@adventure-works.com,20000,2,Partial College,Manual,Y
15057,MRS.,REGINA,CHANDRA,1959-06-27,S,F,regina2@adventure-works.com,20000,2,Partial College,Manual,Y
15058,MR.,JULIO,SUAREZ,1959-11-27,M,M,julio20@adventure-works.com,30000,3,Graduate Degree,Clerical,Y
15059,MRS.,LISA,ZHU,1959-09-14,M,F,lisa17@adventure-works.com,30000,3,Graduate Degree,Clerical,Y
15060,MR.,MAX,VAZQUEZ,1958-12-24,S,M,max14@adventure-works.com,20000,2,Partial College,Manual,Y
15061,MRS.,MARGARET,MA,1960-05-28,M,F,margaret22@adventure-works.com,30000,3,Graduate Degree,Clerical,Y
15062,MRS.,JAIME,ALONSO,1960-09-22,S,F,jaime9@adventure-works.com,30000,3,Graduate Degree,Clerical,Y
15063,MRS.,KARI,MALHOTRA,1960-06-19,M,F,kari6@adventure-works.com,30000,3,Bachelors,Clerical,Y
15064,MR.,ERIK,RUBIO,1960-08-03,M,M,erik21@adventure-works.com,30000,3,Bachelors,Clerical,Y
15065,MR.,ALEJANDRO,GAO,1970-05-15,S,M,alejandro18@adventure-works.com,10000,1,High School,Manual,N
15066,MRS.,DIANA,MUNOZ,1970-03-05,M,F,diana6@adventure-works.com,10000,1,High School,Manual,Y
15067,MRS.,DANA,ALVAREZ,1970-02-05,S,F,dana20@adventure-works.com,10000,2,High School,Manual,Y
15068,MS.,JESSICA,BARNES,1970-02-17,S,F,jessica27@adventure-works.com,20000,0,Partial College,Manual,N
15069,MR.,NOAH,LAL,1970-03-23,S,M,noah24@adventure-works.com,20000,0,Partial College,Manual,Y
15070,MR.,ALFREDO,NAVARRO,1969-04-09,S,M,alfredo11@adventure-works.com,10000,2,High School,Manual,Y
15071,MS.,KRISTA,GUTIERREZ,1970-12-17,S,F,krista11@adventure-works.com,30000,0,Bachelors,Clerical,Y
15072,MS.,WHITNEY,SUBRAM,1970-07-04,S,F,whitney12@adventure-works.com,30000,0,Bachelors,Clerical,Y
15073,MS.,TASHA,CHANDER,1970-05-07,M,F,tasha16@adventure-works.com,30000,0,Bachelors,Clerical,Y
15074,MRS.,ELIZABETH,PERRY,1920-02-26,M,F,elizabeth37@adventure-works.com,10000,3,Bachelors,Clerical,N
15075,MRS.,ALEXA,KELLY,1920-09-15,M,F,alexa2@adventure-works.com,10000,3,Bachelors,Clerical,N
15076,MS.,SHEILA,RAMOS,1969-06-20,M,F,sheila16@adventure-works.com,20000,0,Partial College,Manual,N
15077,MS.,DOMINIQUE,LOPEZ,1969-05-16,M,F,dominique14@adventure-works.com,30000,0,Bachelors,Clerical,Y
15078,MR.,JACOB,WILSON,1969-08-10,S,M,jacob7@adventure-works.com,30000,0,Bachelors,Clerical,N
15079,MR.,JOSE,MARTIN,1969-06-04,M,M,jose76@adventure-works.com,30000,0,Bachelors,Clerical,Y
15080,MS.,EVELYN,CHANDRA,1969-11-09,M,F,evelyn2@adventure-works.com,40000,0,Graduate Degree,Clerical,Y
15081,MS.,DAISY,MUNOZ,1969-12-20,M,F,daisy3@adventure-works.com,40000,0,Graduate Degree,Clerical,Y
15082,MR.,KELVIN,LAL,1969-06-13,M,M,kelvin5@adventure-works.com,40000,0,Graduate Degree,Clerical,Y
15083,MS.,TERESA,GUTIERREZ,1969-07-05,M,F,teresa11@adventure-works.com,40000,0,Graduate Degree,Clerical,Y
15084,MS.,ADRIENNE,SERRANO,1969-09-20,S,F,adrienne13@adventure-works.com,40000,0,Graduate Degree,Clerical,Y
15085,MS.,KRISTIN,JAI,1969-07-02,S,F,kristin12@adventure-works.com,40000,0,Graduate Degree,Clerical,Y
15086,MS.,LATASHA,DOMINGUEZ,1969-02-19,S,F,latasha12@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,Y
15087,MS.,ROBIN,SANZ,1969-05-04,S,F,robin15@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,N
15088,MS.,COLLEEN,CAI,1969-03-09,S,F,colleen22@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,Y
15089,MR.,MARTIN,PRASAD,1969-11-02,M,M,martin14@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,Y
15090,MR.,TROY,MEHTA,1953-06-24,S,M,troy15@adventure-works.com,10000,2,High School,Manual,Y
15091,MR.,JERMAINE,MADAN,1968-03-20,M,M,jermaine6@adventure-works.com,20000,1,Partial College,Manual,Y
15092,MR.,ADRIAN,MORRIS,1954-08-18,M,M,adrian19@adventure-works.com,80000,3,Partial College,Professional,Y
15093,MR.,JOHNNY,MOYER,1944-02-17,M,M,johnny20@adventure-works.com,70000,5,High School,Professional,Y
15094,MRS.,WENDY,ORTEGA,1944-03-19,M,F,wendy20@adventure-works.com,70000,5,High School,Professional,Y
15095,MRS.,JODI,SHAN,1945-01-05,M,F,jodi10@adventure-works.com,70000,5,High School,Professional,N
15096,MR.,GARY,SCHARE,1945-07-17,M,M,gary4@adventure-works.com,80000,5,Bachelors,Management,Y
15097,MRS.,MORGAN,BENNETT,1945-04-23,M,F,morgan71@adventure-works.com,110000,3,Bachelors,Management,Y
15098,MRS.,DIANA,SANZ,1946-02-28,S,F,diana19@adventure-works.com,80000,5,Partial College,Professional,N
15099,MR.,ALVIN,MA,1946-06-09,S,M,alvin15@adventure-works.com,80000,5,Partial College,Professional,Y
15100,MRS.,BRENDA,CHANDRA,1946-11-23,M,F,brenda6@adventure-works.com,110000,3,Bachelors,Management,N
15101,MR.,SHAWN,SHAN,1946-10-17,S,M,shawn12@adventure-works.com,120000,4,Bachelors,Management,Y
15102,MR.,ALLEN,MALHOTRA,1946-08-14,M,M,allen4@adventure-works.com,130000,4,Partial College,Professional,Y
15103,MR.,JONATHAN,LOPEZ,1953-03-08,M,M,jonathan50@adventure-works.com,80000,4,Partial College,Professional,Y
15104,MRS.,ASHLEY,THOMPSON,1953-02-04,M,F,ashley16@adventure-works.com,80000,4,Partial College,Professional,Y
15105,MRS.,TINA,RANA,1954-10-09,M,F,tina13@adventure-works.com,100000,3,High School,Professional,Y
15106,MR.,SHANNON,NAVARRO,1954-11-07,M,M,shannon31@adventure-works.com,170000,3,High School,Professional,Y
15107,MR.,ROY,SAUNDERS,1953-07-20,M,M,roy10@adventure-works.com,90000,4,Partial College,Professional,Y
15108,MRS.,COLLEEN,GAO,1953-07-06,M,F,colleen15@adventure-works.com,130000,4,Partial College,Professional,Y
15109,MRS.,MEGHAN,CARLSON,1952-06-10,M,F,meghan17@adventure-works.com,80000,4,High School,Professional,Y
15110,MRS.,JANELLE,PRASAD,1952-02-26,M,F,janelle8@adventure-works.com,100000,3,Partial College,Professional,Y
15111,MRS.,LEAH,HUANG,1951-09-09,M,F,leah4@adventure-works.com,80000,4,High School,Professional,Y
15112,MRS.,ALICIA,LUO,1951-11-18,M,F,alicia4@adventure-works.com,80000,4,High School,Professional,Y
15113,MR.,ROBERT,SMITH,1951-06-04,M,M,robert84@adventure-works.com,80000,5,High School,Professional,Y
15114,MRS.,ERIKA,MUNOZ,1951-10-27,M,F,erika5@adventure-works.com,110000,4,Partial College,Professional,Y
15115,MR.,CHRISTIAN,PATTERSON,1950-06-13,S,M,christian25@adventure-works.com,90000,4,High School,Management,Y
15116,MRS.,MACKENZIE,RAMIREZ,1950-04-26,M,F,mackenzie5@adventure-works.com,100000,3,Partial College,Management,N
15117,MRS.,DANA,DOMINGUEZ,1949-05-14,M,F,dana5@adventure-works.com,100000,3,Partial College,Management,Y
15118,MR.,NELSON,ORTEGA,1949-07-09,M,M,nelson21@adventure-works.com,170000,5,High School,Management,Y
15119,MR.,JOHNNY,TANG,1947-10-07,M,M,johnny4@adventure-works.com,120000,5,Partial High School,Professional,Y
15120,MS.,ERIKA,SUAREZ,1976-02-17,M,F,erika16@adventure-works.com,70000,0,Bachelors,Professional,Y
15121,MR.,BRENDAN,ANDERSEN,1976-06-17,S,M,brendan11@adventure-works.com,70000,0,Bachelors,Professional,N
15122,MS.,ABBY,RAMAN,1976-12-11,S,F,abby9@adventure-works.com,70000,0,Bachelors,Professional,Y
15123,MR.,SERGIO,LOPEZ,1975-09-26,S,M,sergio17@adventure-works.com,70000,0,Bachelors,Professional,Y
15125,MR.,CORY,MARTINEZ,1975-02-07,S,M,cory15@adventure-works.com,80000,0,Bachelors,Professional,N
15126,MR.,MANUEL,SANCHEZ,1975-02-21,S,M,manuel18@adventure-works.com,80000,0,Bachelors,Professional,Y
15127,MR.,WESLEY,YANG,1975-02-14,S,M,wesley5@adventure-works.com,90000,0,Bachelors,Professional,N
15128,MS.,ANGELICA,BARNES,1974-05-22,S,F,angelica2@adventure-works.com,70000,0,Bachelors,Professional,N
15129,MS.,JENNIFER,PATTERSON,1973-10-06,M,F,jennifer84@adventure-works.com,90000,0,Bachelors,Professional,N
15130,MR.,ROGER,MA,1973-09-14,S,M,roger20@adventure-works.com,90000,0,Bachelors,Professional,N
15131,MS.,LACEY,SUN,1972-02-24,S,F,lacey25@adventure-works.com,80000,0,Bachelors,Professional,Y
15132,MS.,JENNY,PAL,1973-03-22,M,F,jenny34@adventure-works.com,100000,0,High School,Management,Y
15133,MR.,RAUL,RAI,1973-07-07,M,M,raul15@adventure-works.com,120000,5,Partial High School,Professional,Y
15134,MS.,MEAGAN,RAMAN,1972-11-21,S,F,meagan12@adventure-works.com,90000,0,Bachelors,Professional,Y
15135,MR.,DEREK,KUMAR,1972-02-15,S,M,derek7@adventure-works.com,90000,0,Bachelors,Professional,N
15136,MS.,EMMA,JOHNSON,1972-05-02,M,F,emma0@adventure-works.com,100000,0,High School,Management,N
15137,MR.,LUKE,FOSTER,1972-08-13,M,M,luke5@adventure-works.com,100000,0,High School,Management,Y
15138,MS.,MONIQUE,HERNANDEZ,1972-06-20,S,F,monique0@adventure-works.com,100000,0,High School,Management,Y
15139,MR.,COLIN,SHE,1971-05-02,M,M,colin23@adventure-works.com,80000,0,Bachelors,Professional,N
15140,MS.,DIANE,BRADLEY,1971-09-06,S,F,diane20@adventure-works.com,80000,0,Bachelors,Professional,N
15141,MS.,SANDRA,ZHENG,1971-10-22,S,F,sandra27@adventure-works.com,80000,0,Bachelors,Professional,Y
15142,MR.,KARL,NARA,1972-05-12,M,M,karl17@adventure-works.com,130000,4,High School,Management,Y
15143,MR.,KELVIN,WANG,1971-06-17,M,M,kelvin21@adventure-works.com,90000,0,Bachelors,Professional,Y
15144,MS.,DEANNA,SERRANO,1971-04-04,S,F,deanna43@adventure-works.com,90000,0,Bachelors,Professional,Y
15145,MS.,CRYSTAL,LU,1971-07-19,S,F,crystal12@adventure-works.com,90000,0,Bachelors,Professional,Y
15146,MS.,ADRIANA,SARA,1971-06-12,M,F,adriana11@adventure-works.com,100000,0,High School,Management,Y
15147,MR.,CLARENCE,CHEN,1971-03-16,M,M,clarence38@adventure-works.com,100000,0,High School,Management,Y
15148,MR.,JAMES,WEST,1970-07-09,M,M,james40@adventure-works.com,90000,0,Bachelors,Professional,Y
15149,MS.,NATALIE,MORGAN,1970-08-27,M,F,natalie6@adventure-works.com,90000,0,Bachelors,Professional,N
15150,MS.,COLLEEN,SHAN,1970-05-24,M,F,colleen34@adventure-works.com,110000,0,High School,Management,N
15151,MR.,KARL,SHEN,1971-12-14,M,M,karl2@adventure-works.com,110000,0,Partial High School,Professional,Y
15152,MS.,MEGHAN,MORENO,1971-06-15,M,F,meghan6@adventure-works.com,110000,0,Partial High School,Professional,Y
15153,MS.,KRISTEN,LI,1971-10-04,M,F,kristen3@adventure-works.com,110000,0,Partial High School,Professional,N
15154,MR.,JOE,HERNANDEZ,1971-09-07,M,M,joe27@adventure-works.com,130000,0,Partial High School,Management,Y
15155,MRS.,JAMIE,HARRISON,1941-09-08,M,F,jamie22@adventure-works.com,70000,5,Graduate Degree,Management,Y
15156,MR.,DYLAN,FOSTER,1941-02-22,M,M,dylan15@adventure-works.com,90000,5,Bachelors,Management,Y
15157,MR.,JORDAN,GONZALEZ,1941-01-11,M,M,jordan62@adventure-works.com,100000,2,Graduate Degree,Management,Y
15158,MRS.,VICTORIA,MOORE,1941-06-13,M,F,victoria9@adventure-works.com,100000,2,Graduate Degree,Management,Y
15159,MR.,ERIC,WASHINGTON,1941-08-15,M,M,eric21@adventure-works.com,100000,2,Graduate Degree,Management,Y
15160,MRS.,CANDACE,VAN,1942-01-20,M,F,candace3@adventure-works.com,80000,5,Bachelors,Management,Y
15161,MRS.,TRINITY,JAMES,1942-08-16,S,F,trinity7@adventure-works.com,90000,5,Bachelors,Management,Y
15162,MRS.,KAITLYN,BARNES,1942-10-03,M,F,kaitlyn70@adventure-works.com,100000,2,Graduate Degree,Management,Y
15163,MRS.,VICTORIA,MURPHY,1942-07-06,M,F,victoria32@adventure-works.com,100000,2,Graduate Degree,Management,Y
15164,MRS.,SAVANNAH,COLLINS,1943-11-26,M,F,savannah23@adventure-works.com,100000,2,Graduate Degree,Management,Y
15165,MR.,CARL,ANAND,1943-07-12,M,M,carl21@adventure-works.com,100000,2,Graduate Degree,Management,Y
15166,MRS.,NINA,GOEL,1943-09-11,M,F,nina19@adventure-works.com,130000,2,Bachelors,Management,Y
15167,MRS.,SARA,HERNANDEZ,1943-03-24,M,F,sara45@adventure-works.com,130000,2,Bachelors,Management,Y
15168,MR.,XAVIER,BELL,1944-12-07,M,M,xavier81@adventure-works.com,70000,4,Bachelors,Management,Y
15169,MR.,ZACHARY,MILLER,1953-04-05,M,M,zachary35@adventure-works.com,40000,3,Partial College,Skilled Manual,Y
15170,MR.,JERMAINE,MARTINEZ,1954-10-21,M,M,jermaine16@adventure-works.com,80000,2,Partial College,Skilled Manual,Y
15171,MRS.,DESTINY,JONES,1954-05-11,S,F,destiny3@adventure-works.com,80000,2,Partial College,Skilled Manual,Y
15172,MS.,ALEXANDRA,HILL,1975-02-14,S,F,alexandra63@adventure-works.com,30000,0,Partial College,Skilled Manual,Y
15173,MR.,MIGUEL,HENDERSON,1975-10-15,S,M,miguel51@adventure-works.com,30000,0,Partial College,Skilled Manual,Y
15174,MS.,TRINITY,ROGERS,1975-03-09,S,F,trinity16@adventure-works.com,30000,0,High School,Skilled Manual,Y
15175,MS.,KRISTI,MALHOTRA,1973-11-25,S,F,kristi21@adventure-works.com,70000,0,Partial College,Professional,Y
15176,MS.,KRISTI,RAMOS,1973-03-01,M,F,kristi13@adventure-works.com,70000,0,Partial College,Professional,Y
15177,MR.,JORGE,LU,1973-08-19,S,M,jorge13@adventure-works.com,70000,0,Partial College,Professional,N
15178,MR.,DREW,TANG,1955-07-19,M,M,drew4@adventure-works.com,80000,2,High School,Skilled Manual,Y
15179,MR.,JAY,RUBIO,1956-01-07,S,M,jay51@adventure-works.com,70000,2,High School,Skilled Manual,N
15180,MRS.,JILLIAN,SURI,1956-01-23,S,F,jillian1@adventure-works.com,70000,2,High School,Skilled Manual,Y
15181,MRS.,ROSA,HUANG,1956-08-06,S,F,rosa6@adventure-works.com,70000,2,High School,Skilled Manual,Y
15182,MRS.,DEANNA,SRINI,1956-08-26,S,F,deanna12@adventure-works.com,70000,2,High School,Skilled Manual,Y
15183,MRS.,MICHELE,RAJI,1957-01-20,S,F,michele22@adventure-works.com,70000,2,High School,Professional,N
15184,MR.,MATHEW,HERNANDEZ,1958-04-27,S,M,mathew0@adventure-works.com,130000,0,Graduate Degree,Management,Y
15185,MR.,JONATHAN,EVANS,1958-08-10,M,M,jonathan30@adventure-works.com,130000,0,Graduate Degree,Management,Y
15186,MS.,LEAH,YANG,1958-07-21,M,F,leah3@adventure-works.com,130000,0,Graduate Degree,Management,Y
15187,MR.,BENJAMIN,BROWN,1973-11-03,S,M,benjamin36@adventure-works.com,80000,0,Bachelors,Management,N
15188,MR.,ISAAC,WATSON,1974-03-10,S,M,isaac0@adventure-works.com,60000,0,Partial College,Professional,Y
15189,MS.,KAYLA,RUSSELL,1974-08-15,M,F,kayla44@adventure-works.com,60000,0,Partial College,Professional,Y
15190,MS.,KATHERINE,WATSON,1974-08-19,S,F,katherine21@adventure-works.com,60000,0,Partial College,Professional,N
15191,MR.,ANDRES,KUMAR,1974-08-19,S,M,andres4@adventure-works.com,60000,0,High School,Professional,N
15192,MS.,TASHA,SHAN,1959-10-25,S,F,tasha11@adventure-works.com,130000,0,Graduate Degree,Management,N
15193,MR.,SAMUEL,KING,1966-03-18,S,M,samuel48@adventure-works.com,120000,2,Bachelors,Management,Y
15194,MR.,ERIK,SUAREZ,1966-11-24,S,M,erik19@adventure-works.com,120000,2,Bachelors,Management,N
15195,MR.,EDWIN,HUANG,1966-09-07,S,M,edwin6@adventure-works.com,120000,2,Bachelors,Management,Y
15196,MR.,ISAIAH,REED,1966-06-26,S,M,isaiah20@adventure-works.com,120000,2,Bachelors,Management,Y
15197,MR.,ELIJAH,KUMAR,1957-09-19,M,M,elijah2@adventure-works.com,60000,2,High School,Professional,N
15198,MRS.,LAUREN,WATSON,1957-10-02,M,F,lauren43@adventure-works.com,60000,2,High School,Professional,N
15199,MR.,JOE,JORDAN,1957-03-11,M,M,joe5@adventure-works.com,70000,3,Partial College,Professional,Y
15200,MRS.,MINDY,SIMPSON,1957-02-10,M,F,mindy6@adventure-works.com,70000,3,Partial College,Professional,Y
15201,MRS.,MIRANDA,WASHINGTON,1957-03-08,S,F,miranda13@adventure-works.com,90000,2,Partial College,Professional,Y
15202,MR.,BLAKE,BRYANT,1957-10-26,M,M,blake66@adventure-works.com,90000,2,Partial College,Professional,Y
15203,MR.,DAVID,LEWIS,1957-09-17,M,M,david84@adventure-works.com,90000,2,Partial College,Professional,Y
15204,MRS.,DEANNA,GONZALEZ,1967-07-22,M,F,deanna22@adventure-works.com,90000,4,Bachelors,Professional,Y
15205,MRS.,SHAWNA,BLACK,1967-12-22,S,F,shawna19@adventure-works.com,90000,4,Bachelors,Professional,Y
15206,MR.,MAURICE,ANDERSEN,1967-04-12,M,M,maurice14@adventure-works.com,90000,4,Bachelors,Professional,N
15207,MR.,JOSUE,DIAZ,1967-12-14,S,M,josue0@adventure-works.com,100000,0,Graduate Degree,Management,Y
15208,MRS.,COLLEEN,LUO,1962-10-05,M,F,colleen30@adventure-works.com,60000,1,Bachelors,Professional,Y
15209,MR.,FRANK,ROMERO,1962-07-20,M,M,frank16@adventure-works.com,60000,1,Bachelors,Professional,Y
15210,MR.,KURT,RAJE,1962-12-26,S,M,kurt14@adventure-works.com,60000,1,Bachelors,Professional,Y
15211,MR.,KENNETH,LUO,1961-03-06,S,M,kenneth6@adventure-works.com,60000,1,Partial College,Skilled Manual,N
15212,MR.,MARCUS,HENDERSON,1961-07-14,M,M,marcus54@adventure-works.com,60000,1,Bachelors,Professional,Y
15213,MRS.,BRIANA,MARTIN,1961-07-06,M,F,briana0@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
15214,MS.,AMANDA,JENKINS,1966-11-16,S,F,amanda28@adventure-works.com,100000,0,Graduate Degree,Management,N
15215,MR.,ALBERTO,JIMÉNEZ,1966-09-25,S,M,alberto7@adventure-works.com,100000,0,Graduate Degree,Management,N
15216,MRS.,DESIREE,GUTIERREZ,1960-06-16,M,F,desiree7@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
15217,MR.,ETHAN,JAI,1960-02-19,S,M,ethan28@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
15218,MR.,WILLIE,JOHNSEN,1965-09-06,S,M,willie30@adventure-works.com,70000,0,Bachelors,Professional,Y
15219,MR.,CLAYTON,CHEN,1965-02-22,S,M,clayton2@adventure-works.com,70000,0,Bachelors,Professional,N
15220,MR.,MICAH,LIU,1964-09-10,S,M,micah14@adventure-works.com,70000,0,Bachelors,Professional,N
15221,MR.,TROY,ARUN,1964-03-11,S,M,troy7@adventure-works.com,70000,0,Bachelors,Professional,N
15222,MS.,CYNTHIA,PATEL,1964-09-15,M,F,cynthia7@adventure-works.com,70000,0,Bachelors,Professional,N
15223,MS.,EBONY,MARTIN,1964-11-27,S,F,ebony22@adventure-works.com,70000,0,Bachelors,Professional,Y
15224,MR.,PEDRO,GUTIERREZ,1964-02-09,S,M,pedro31@adventure-works.com,70000,0,Bachelors,Professional,N
15225,MRS.,YOLANDA,BHAT,1959-12-10,M,F,yolanda19@adventure-works.com,90000,1,Bachelors,Professional,Y
15226,MS.,LORI,MORENO,1963-11-05,S,F,lori9@adventure-works.com,70000,0,Bachelors,Professional,N
15227,MR.,HAROLD,MALHOTRA,1963-06-15,S,M,harold2@adventure-works.com,70000,0,Bachelors,Professional,Y
15228,MR.,JERMAINE,RAMAN,1963-11-02,M,M,jermaine10@adventure-works.com,70000,0,Bachelors,Professional,N
